case_id,min,max,duration
.Models.MUs.product2:1447,2020-01-01 08:01:45.228900,2020-01-01 08:06:39.009000,0 days 00:04:53.780100
.Models.MUs.product2:1448,2020-01-01 08:02:26.705600,2020-01-01 08:08:08.269300,0 days 00:05:41.563700
.Models.MUs.product2:1449,2020-01-01 08:02:28.140100,2020-01-01 08:09:06.803900,0 days 00:06:38.663800
.Models.MUs.product2:1450,2020-01-01 08:02:48.705300,2020-01-01 08:07:51.803900,0 days 00:05:03.098600
.Models.MUs.product2:1451,2020-01-01 08:03:20.054000,2020-01-01 08:07:36.618300,0 days 00:04:16.564300
.Models.MUs.product2:1452,2020-01-01 08:03:34.398400,2020-01-01 08:09:06.803900,0 days 00:05:32.405500
.Models.MUs.product2:1453,2020-01-01 08:03:35.921700,2020-01-01 08:07:29.764500,0 days 00:03:53.842800
.Models.MUs.product2:1454,2020-01-01 08:04:01.415400,2020-01-01 08:09:06.803900,0 days 00:05:05.388500
.Models.MUs.product2:1455,2020-01-01 08:04:04.518800,2020-01-01 08:08:26.618300,0 days 00:04:22.099500
.Models.MUs.product2:1456,2020-01-01 08:04:24.264600,2020-01-01 08:09:04.620600,0 days 00:04:40.356000
.Models.MUs.product2:1457,2020-01-01 08:04:45.677500,2020-01-01 08:09:20.640900,0 days 00:04:34.963400
.Models.MUs.product2:1458,2020-01-01 08:05:04.459000,2020-01-01 08:09:29.764500,0 days 00:04:25.305500
.Models.MUs.product2:1459,2020-01-01 08:05:06.482300,2020-01-01 08:09:58.128200,0 days 00:04:51.645900
.Models.MUs.product2:1460,2020-01-01 08:05:09.247100,2020-01-01 08:10:19.089200,0 days 00:05:09.842100
.Models.MUs.product2:1461,2020-01-01 08:06:05.710200,2020-01-01 08:09:45.093800,0 days 00:03:39.383600
.Models.MUs.product2:1462,2020-01-01 08:06:31.437300,2020-01-01 08:11:36.803900,0 days 00:05:05.366600
.Models.MUs.product2:1463,2020-01-01 08:06:40.547500,2020-01-01 08:11:53.269300,0 days 00:05:12.721800
.Models.MUs.product2:1464,2020-01-01 08:06:47.511000,2020-01-01 08:10:54.296000,0 days 00:04:06.785000
.Models.MUs.product2:1465,2020-01-01 08:06:48.161600,2020-01-01 08:11:14.970800,0 days 00:04:26.809200
.Models.MUs.product2:1466,2020-01-01 08:06:58.337600,2020-01-01 08:11:52.255200,0 days 00:04:53.917600
.Models.MUs.product2:1467,2020-01-01 08:07:02.358600,2020-01-01 08:11:36.803900,0 days 00:04:34.445300
.Models.MUs.product2:1468,2020-01-01 08:07:24.851200,2020-01-01 08:11:55.627600,0 days 00:04:30.776400
.Models.MUs.product2:1469,2020-01-01 08:07:51.358400,2020-01-01 08:12:51.803900,0 days 00:05:00.445500
.Models.MUs.product2:1470,2020-01-01 08:08:03.661600,2020-01-01 08:12:51.803900,0 days 00:04:48.142300
.Models.MUs.product2:1471,2020-01-01 08:08:08.810400,2020-01-01 08:12:33.362100,0 days 00:04:24.551700
.Models.MUs.product2:1472,2020-01-01 08:08:11.980800,2020-01-01 08:13:03.518400,0 days 00:04:51.537600
.Models.MUs.product2:1473,2020-01-01 08:08:21.074400,2020-01-01 08:12:51.803900,0 days 00:04:30.729500
.Models.MUs.product2:1474,2020-01-01 08:08:30.687300,2020-01-01 08:13:27.776600,0 days 00:04:57.089300
.Models.MUs.product2:1475,2020-01-01 08:08:37.837900,2020-01-01 08:13:20.212200,0 days 00:04:42.374300
.Models.MUs.product2:1476,2020-01-01 08:08:43.635100,2020-01-01 08:13:28.791500,0 days 00:04:45.156400
.Models.MUs.product2:1477,2020-01-01 08:09:02.506600,2020-01-01 08:14:06.803900,0 days 00:05:04.297300
.Models.MUs.product2:1478,2020-01-01 08:09:05.124900,2020-01-01 08:13:44.443200,0 days 00:04:39.318300
.Models.MUs.product2:1479,2020-01-01 08:09:07.951700,2020-01-01 08:14:06.803900,0 days 00:04:58.852200
.Models.MUs.product2:1480,2020-01-01 08:09:09.819800,2020-01-01 08:14:23.316100,0 days 00:05:13.496300
.Models.MUs.product2:1481,2020-01-01 08:09:10.027700,2020-01-01 08:14:26.080100,0 days 00:05:16.052400
.Models.MUs.product2:1482,2020-01-01 08:09:29.953600,2020-01-01 08:14:39.982700,0 days 00:05:10.029100
.Models.MUs.product2:1483,2020-01-01 08:10:00.305200,2020-01-01 08:14:59.177900,0 days 00:04:58.872700
.Models.MUs.product2:1484,2020-01-01 08:10:29.406500,2020-01-01 08:15:35.443700,0 days 00:05:06.037200
.Models.MUs.product2:1485,2020-01-01 08:10:36.726800,2020-01-01 08:14:42.746800,0 days 00:04:06.020000
.Models.MUs.product2:1486,2020-01-01 08:11:04.817600,2020-01-01 08:16:00.212200,0 days 00:04:55.394600
.Models.MUs.product2:1487,2020-01-01 08:11:10.092400,2020-01-01 08:15:52.110400,0 days 00:04:42.018000
.Models.MUs.product2:1488,2020-01-01 08:12:06.178800,2020-01-01 08:18:05.143600,0 days 00:05:58.964800
.Models.MUs.product2:1489,2020-01-01 08:12:29.549300,2020-01-01 08:16:53.350600,0 days 00:04:23.801300
.Models.MUs.product2:1490,2020-01-01 08:13:11.508100,2020-01-01 08:18:08.195800,0 days 00:04:56.687700
.Models.MUs.product2:1491,2020-01-01 08:13:31.462900,2020-01-01 08:19:03.844400,0 days 00:05:32.381500
.Models.MUs.product2:1492,2020-01-01 08:14:04.823800,2020-01-01 08:18:33.621000,0 days 00:04:28.797200
.Models.MUs.product2:1493,2020-01-01 08:14:06.593700,2020-01-01 08:18:38.623500,0 days 00:04:32.029800
.Models.MUs.product2:1494,2020-01-01 08:14:32.581900,2020-01-01 08:19:43.844400,0 days 00:05:11.262500
.Models.MUs.product2:1495,2020-01-01 08:14:46.150900,2020-01-01 08:19:46.708000,0 days 00:05:00.557100
.Models.MUs.product2:1496,2020-01-01 08:15:34.844700,2020-01-01 08:19:36.717600,0 days 00:04:01.872900
.Models.MUs.product2:1497,2020-01-01 08:17:01.101500,2020-01-01 08:20:43.732400,0 days 00:03:42.630900
.Models.MUs.product2:1498,2020-01-01 08:18:17.853700,2020-01-01 08:24:23.195800,0 days 00:06:05.342100
.Models.MUs.product2:1499,2020-01-01 08:18:30.413600,2020-01-01 08:22:16.520400,0 days 00:03:46.106800
.Models.MUs.product2:1500,2020-01-01 08:18:32.197800,2020-01-01 08:23:08.195800,0 days 00:04:35.998000
.Models.MUs.product2:1501,2020-01-01 08:18:34.435400,2020-01-01 08:22:54.612900,0 days 00:04:20.177500
.Models.MUs.product2:1502,2020-01-01 08:18:50.069500,2020-01-01 08:23:27.946200,0 days 00:04:37.876700
.Models.MUs.product2:1503,2020-01-01 08:18:53.830300,2020-01-01 08:24:23.195800,0 days 00:05:29.365500
.Models.MUs.product2:1504,2020-01-01 08:18:55.186500,2020-01-01 08:23:57.369500,0 days 00:05:02.183000
.Models.MUs.product2:1505,2020-01-01 08:18:59.181700,2020-01-01 08:24:45.140000,0 days 00:05:45.958300
.Models.MUs.product2:1506,2020-01-01 08:19:10.011400,2020-01-01 08:24:23.195800,0 days 00:05:13.184400
.Models.MUs.product2:1507,2020-01-01 08:19:18.185300,2020-01-01 08:23:30.140000,0 days 00:04:11.954700
.Models.MUs.product2:1508,2020-01-01 08:19:37.049400,2020-01-01 08:24:21.055100,0 days 00:04:44.005700
.Models.MUs.product2:1509,2020-01-01 08:19:38.389500,2020-01-01 08:23:53.193500,0 days 00:04:14.804000
.Models.MUs.product2:1510,2020-01-01 08:19:51.497400,2020-01-01 08:24:26.521100,0 days 00:04:35.023700
.Models.MUs.product2:1511,2020-01-01 08:20:03.287400,2020-01-01 08:23:31.055100,0 days 00:03:27.767700
.Models.MUs.product2:1512,2020-01-01 08:20:05.244100,2020-01-01 08:24:08.112100,0 days 00:04:02.868000
.Models.MUs.product2:1513,2020-01-01 08:20:45.033100,2020-01-01 08:25:38.195800,0 days 00:04:53.162700
.Models.MUs.product2:1514,2020-01-01 08:20:56.705000,2020-01-01 08:26:00.140000,0 days 00:05:03.435000
.Models.MUs.product2:1515,2020-01-01 08:21:56.395500,2020-01-01 08:26:48.451600,0 days 00:04:52.056100
.Models.MUs.product2:1516,2020-01-01 08:22:11.260000,2020-01-01 08:26:22.282000,0 days 00:04:11.022000
.Models.MUs.product2:1517,2020-01-01 08:22:24.901000,2020-01-01 08:28:08.195800,0 days 00:05:43.294800
.Models.MUs.product2:1518,2020-01-01 08:22:27.540900,2020-01-01 08:26:48.315000,0 days 00:04:20.774100
.Models.MUs.product2:1519,2020-01-01 08:22:33.836800,2020-01-01 08:26:05.615400,0 days 00:03:31.778600
.Models.MUs.product2:1520,2020-01-01 08:23:26.431400,2020-01-01 08:28:04.925200,0 days 00:04:38.493800
.Models.MUs.product2:1521,2020-01-01 08:24:46.612300,2020-01-01 08:28:53.638100,0 days 00:04:07.025800
.Models.MUs.product2:1522,2020-01-01 08:25:33.309800,2020-01-01 08:30:33.199600,0 days 00:04:59.889800
.Models.MUs.product2:1523,2020-01-01 08:26:11.687100,2020-01-01 08:29:54.040500,0 days 00:03:42.353400
.Models.MUs.product2:1524,2020-01-01 08:26:39.697700,2020-01-01 08:31:35.903200,0 days 00:04:56.205500
.Models.MUs.product2:1525,2020-01-01 08:26:49.958700,2020-01-01 08:31:57.840000,0 days 00:05:07.881300
.Models.MUs.product2:1526,2020-01-01 08:27:20.556500,2020-01-01 08:31:19.236500,0 days 00:03:58.680000
.Models.MUs.product2:1527,2020-01-01 08:27:32.909700,2020-01-01 08:32:37.840000,0 days 00:05:04.930300
.Models.MUs.product2:1528,2020-01-01 08:27:36.252300,2020-01-01 08:33:12.666500,0 days 00:05:36.414200
.Models.MUs.product2:1529,2020-01-01 08:27:36.314300,2020-01-01 08:33:41.673600,0 days 00:06:05.359300
.Models.MUs.product2:1530,2020-01-01 08:27:46.814600,2020-01-01 08:34:27.666500,0 days 00:06:40.851900
.Models.MUs.product2:1531,2020-01-01 08:27:53.992500,2020-01-01 08:33:29.848700,0 days 00:05:35.856200
.Models.MUs.product2:1532,2020-01-01 08:28:01.636800,2020-01-01 08:32:02.776900,0 days 00:04:01.140100
.Models.MUs.product2:1533,2020-01-01 08:28:18.348500,2020-01-01 08:32:19.443500,0 days 00:04:01.095000
.Models.MUs.product2:1534,2020-01-01 08:28:28.671900,2020-01-01 08:34:21.673600,0 days 00:05:53.001700
.Models.MUs.product2:1535,2020-01-01 08:28:36.764300,2020-01-01 08:34:27.666500,0 days 00:05:50.902200
.Models.MUs.product2:1536,2020-01-01 08:28:42.472900,2020-01-01 08:33:46.515400,0 days 00:05:04.042500
.Models.MUs.product2:1537,2020-01-01 08:29:47.492200,2020-01-01 08:35:01.673600,0 days 00:05:14.181400
.Models.MUs.product2:1538,2020-01-01 08:29:56.189800,2020-01-01 08:34:41.525600,0 days 00:04:45.335800
.Models.MUs.product2:1539,2020-01-01 08:31:12.509500,2020-01-01 08:35:36.165400,0 days 00:04:23.655900
.Models.MUs.product2:1540,2020-01-01 08:31:35.693900,2020-01-01 08:35:56.902800,0 days 00:04:21.208900
.Models.MUs.product2:1541,2020-01-01 08:31:49.790000,2020-01-01 08:37:01.673600,0 days 00:05:11.883600
.Models.MUs.product2:1542,2020-01-01 08:32:11.121700,2020-01-01 08:38:12.666500,0 days 00:06:01.544800
.Models.MUs.product2:1543,2020-01-01 08:32:17.127700,2020-01-01 08:37:17.733000,0 days 00:05:00.605300
.Models.MUs.product2:1544,2020-01-01 08:32:19.472800,2020-01-01 08:36:59.915000,0 days 00:04:40.442200
.Models.MUs.product2:1545,2020-01-01 08:32:22.756700,2020-01-01 08:38:12.666500,0 days 00:05:49.909800
.Models.MUs.product2:1546,2020-01-01 08:32:35.817300,2020-01-01 08:36:32.201500,0 days 00:03:56.384200
.Models.MUs.product2:1547,2020-01-01 08:33:13.229000,2020-01-01 08:38:07.650300,0 days 00:04:54.421300
.Models.MUs.product2:1548,2020-01-01 08:33:14.356000,2020-01-01 08:38:10.651500,0 days 00:04:56.295500
.Models.MUs.product2:1549,2020-01-01 08:33:16.164900,2020-01-01 08:37:06.227500,0 days 00:03:50.062600
.Models.MUs.product2:1550,2020-01-01 08:33:38.819100,2020-01-01 08:38:09.482500,0 days 00:04:30.663400
.Models.MUs.product2:1551,2020-01-01 08:33:48.260200,2020-01-01 08:38:32.733000,0 days 00:04:44.472800
.Models.MUs.product2:1552,2020-01-01 08:34:29.217800,2020-01-01 08:38:49.482500,0 days 00:04:20.264700
.Models.MUs.product2:1553,2020-01-01 08:34:34.548300,2020-01-01 08:39:25.528100,0 days 00:04:50.979800
.Models.MUs.product2:1554,2020-01-01 08:34:55.804300,2020-01-01 08:40:42.666500,0 days 00:05:46.862200
.Models.MUs.product2:1555,2020-01-01 08:35:05.647200,2020-01-01 08:39:18.661800,0 days 00:04:13.014600
.Models.MUs.product2:1556,2020-01-01 08:35:05.715300,2020-01-01 08:40:11.521800,0 days 00:05:05.806500
.Models.MUs.product2:1557,2020-01-01 08:35:09.679500,2020-01-01 08:40:25.475100,0 days 00:05:15.795600
.Models.MUs.product2:1558,2020-01-01 08:35:19.948300,2020-01-01 08:39:46.470900,0 days 00:04:26.522600
.Models.MUs.product2:1559,2020-01-01 08:35:43.730900,2020-01-01 08:40:32.160400,0 days 00:04:48.429500
.Models.MUs.product2:1560,2020-01-01 08:36:30.270700,2020-01-01 08:42:00.825900,0 days 00:05:30.555200
.Models.MUs.product2:1561,2020-01-01 08:36:54.744300,2020-01-01 08:40:45.528100,0 days 00:03:50.783800
.Models.MUs.product2:1562,2020-01-01 08:37:32.786300,2020-01-01 08:41:55.162000,0 days 00:04:22.375700
.Models.MUs.product2:1563,2020-01-01 08:37:35.209700,2020-01-01 08:41:38.495400,0 days 00:04:03.285700
.Models.MUs.product2:1564,2020-01-01 08:37:55.123400,2020-01-01 08:43:15.825900,0 days 00:05:20.702500
.Models.MUs.product2:1565,2020-01-01 08:38:28.623600,2020-01-01 08:42:23.114200,0 days 00:03:54.490600
.Models.MUs.product2:1566,2020-01-01 08:38:33.405500,2020-01-01 08:44:30.825900,0 days 00:05:57.420400
.Models.MUs.product2:1567,2020-01-01 08:38:38.816300,2020-01-01 08:43:05.163400,0 days 00:04:26.347100
.Models.MUs.product2:1568,2020-01-01 08:38:59.073800,2020-01-01 08:43:03.049000,0 days 00:04:03.975200
.Models.MUs.product2:1569,2020-01-01 08:39:14.871900,2020-01-01 08:43:39.322100,0 days 00:04:24.450200
.Models.MUs.product2:1570,2020-01-01 08:40:08.822100,2020-01-01 08:44:58.153900,0 days 00:04:49.331800
.Models.MUs.product2:1571,2020-01-01 08:40:19.907400,2020-01-01 08:45:46.675900,0 days 00:05:26.768500
.Models.MUs.product2:1572,2020-01-01 08:40:30.221000,2020-01-01 08:45:06.675900,0 days 00:04:36.454900
.Models.MUs.product2:1573,2020-01-01 08:40:39.935800,2020-01-01 08:46:02.660100,0 days 00:05:22.724300
.Models.MUs.product2:1574,2020-01-01 08:40:43.614200,2020-01-01 08:44:58.229000,0 days 00:04:14.614800
.Models.MUs.product2:1575,2020-01-01 08:41:59.390500,2020-01-01 08:46:46.852300,0 days 00:04:47.461800
.Models.MUs.product2:1576,2020-01-01 08:42:18.076100,2020-01-01 08:47:26.852300,0 days 00:05:08.776200
.Models.MUs.product2:1577,2020-01-01 08:42:27.533500,2020-01-01 08:47:31.406300,0 days 00:05:03.872800
.Models.MUs.product2:1578,2020-01-01 08:43:08.450500,2020-01-01 08:48:32.660100,0 days 00:05:24.209600
.Models.MUs.product2:1579,2020-01-01 08:43:15.842900,2020-01-01 08:48:06.852300,0 days 00:04:51.009400
.Models.MUs.product2:1580,2020-01-01 08:43:37.505200,2020-01-01 08:49:09.967700,0 days 00:05:32.462500
.Models.MUs.product2:1581,2020-01-01 08:43:56.080600,2020-01-01 08:48:43.307000,0 days 00:04:47.226400
.Models.MUs.product2:1582,2020-01-01 08:44:00.548500,2020-01-01 08:48:06.051000,0 days 00:04:05.502500
.Models.MUs.product2:1583,2020-01-01 08:44:21.903300,2020-01-01 08:48:26.640300,0 days 00:04:04.737000
.Models.MUs.product2:1584,2020-01-01 08:44:27.154900,2020-01-01 08:49:26.583200,0 days 00:04:59.428300
.Models.MUs.product2:1585,2020-01-01 08:44:30.877000,2020-01-01 08:49:13.030300,0 days 00:04:42.153300
.Models.MUs.product2:1586,2020-01-01 08:45:04.740600,2020-01-01 08:49:46.657300,0 days 00:04:41.916700
.Models.MUs.product2:1587,2020-01-01 08:45:06.257900,2020-01-01 08:50:51.425000,0 days 00:05:45.167100
.Models.MUs.product2:1588,2020-01-01 08:45:29.265000,2020-01-01 08:51:02.660100,0 days 00:05:33.395100
.Models.MUs.product2:1589,2020-01-01 08:45:46.265400,2020-01-01 08:50:03.084500,0 days 00:04:16.819100
.Models.MUs.product2:1590,2020-01-01 08:45:54.698400,2020-01-01 08:50:29.967700,0 days 00:04:35.269300
.Models.MUs.product2:1591,2020-01-01 08:46:02.623800,2020-01-01 08:51:09.967700,0 days 00:05:07.343900
.Models.MUs.product2:1592,2020-01-01 08:46:20.688000,2020-01-01 08:52:29.967700,0 days 00:06:09.279700
.Models.MUs.product2:1593,2020-01-01 08:46:21.516800,2020-01-01 08:53:21.425000,0 days 00:06:59.908200
.Models.MUs.product2:1594,2020-01-01 08:46:24.069400,2020-01-01 08:50:53.215500,0 days 00:04:29.146100
.Models.MUs.product2:1595,2020-01-01 08:46:26.568200,2020-01-01 08:52:02.137700,0 days 00:05:35.569500
.Models.MUs.product2:1596,2020-01-01 08:46:54.335500,2020-01-01 08:51:14.625400,0 days 00:04:20.289900
.Models.MUs.product2:1597,2020-01-01 08:47:26.226900,2020-01-01 08:52:38.357700,0 days 00:05:12.130800
.Models.MUs.product2:1598,2020-01-01 08:47:40.116300,2020-01-01 08:53:21.425000,0 days 00:05:41.308700
.Models.MUs.product2:1599,2020-01-01 08:47:52.556700,2020-01-01 08:51:48.837100,0 days 00:03:56.280400
.Models.MUs.product2:1600,2020-01-01 08:48:24.285600,2020-01-01 08:53:00.200900,0 days 00:04:35.915300
.Models.MUs.product2:1601,2020-01-01 08:48:35.222700,2020-01-01 08:52:41.227400,0 days 00:04:06.004700
.Models.MUs.product2:1602,2020-01-01 08:49:42.319700,2020-01-01 08:54:47.660100,0 days 00:05:05.340400
.Models.MUs.product2:1603,2020-01-01 08:49:48.588100,2020-01-01 08:54:14.939100,0 days 00:04:26.351000
.Models.MUs.product2:1604,2020-01-01 08:50:39.001000,2020-01-01 08:56:02.660100,0 days 00:05:23.659100
.Models.MUs.product2:1605,2020-01-01 08:51:00.767200,2020-01-01 08:55:50.945500,0 days 00:04:50.178300
.Models.MUs.product2:1606,2020-01-01 08:51:16.209400,2020-01-01 08:55:22.219300,0 days 00:04:06.009900
.Models.MUs.product2:1607,2020-01-01 08:52:02.429900,2020-01-01 08:55:46.327400,0 days 00:03:43.897500
.Models.MUs.product2:1608,2020-01-01 08:52:36.115200,2020-01-01 08:56:44.520400,0 days 00:04:08.405200
.Models.MUs.product2:1609,2020-01-01 08:53:28.814100,2020-01-01 08:58:21.425000,0 days 00:04:52.610900
.Models.MUs.product2:1610,2020-01-01 08:53:32.641300,2020-01-01 08:58:15.126100,0 days 00:04:42.484800
.Models.MUs.product2:1611,2020-01-01 08:53:35.020700,2020-01-01 08:58:21.425000,0 days 00:04:46.404300
.Models.MUs.product2:1612,2020-01-01 08:54:22.540600,2020-01-01 08:57:58.459500,0 days 00:03:35.918900
.Models.MUs.product2:1613,2020-01-01 08:54:58.527700,2020-01-01 09:00:01.148500,0 days 00:05:02.620800
.Models.MUs.product2:1614,2020-01-01 08:55:31.195100,2020-01-01 09:00:10.153400,0 days 00:04:38.958300
.Models.MUs.product2:1615,2020-01-01 08:55:52.225500,2020-01-01 09:01:02.660100,0 days 00:05:10.434600
.Models.MUs.product2:1616,2020-01-01 08:56:03.145300,2020-01-01 09:01:02.660100,0 days 00:04:59.514800
.Models.MUs.product2:1617,2020-01-01 08:56:32.066800,2020-01-01 09:01:03.931700,0 days 00:04:31.864900
.Models.MUs.product2:1618,2020-01-01 08:56:50.242500,2020-01-01 09:02:17.660100,0 days 00:05:27.417600
.Models.MUs.product2:1619,2020-01-01 08:56:59.136400,2020-01-01 09:02:17.660100,0 days 00:05:18.523700
.Models.MUs.product2:1620,2020-01-01 08:57:27.548400,2020-01-01 09:02:41.148500,0 days 00:05:13.600100
.Models.MUs.product2:1621,2020-01-01 08:57:35.403100,2020-01-01 09:02:15.642000,0 days 00:04:40.238900
.Models.MUs.product2:1622,2020-01-01 08:57:46.914100,2020-01-01 09:02:32.308600,0 days 00:04:45.394500
.Models.MUs.product2:1623,2020-01-01 08:58:04.565800,2020-01-01 09:03:24.215100,0 days 00:05:19.649300
.Models.MUs.product2:1624,2020-01-01 08:58:10.749600,2020-01-01 09:02:24.203200,0 days 00:04:13.453600
.Models.MUs.product2:1625,2020-01-01 08:58:40.442300,2020-01-01 09:03:21.148500,0 days 00:04:40.706200
.Models.MUs.product2:1626,2020-01-01 08:59:16.415200,2020-01-01 09:03:40.791800,0 days 00:04:24.376600
.Models.MUs.product2:1627,2020-01-01 08:59:40.779900,2020-01-01 09:04:47.660100,0 days 00:05:06.880200
.Models.MUs.product2:1628,2020-01-01 08:59:47.085400,2020-01-01 09:04:24.408600,0 days 00:04:37.323200
.Models.MUs.product2:1629,2020-01-01 09:00:44.682800,2020-01-01 09:05:40.266500,0 days 00:04:55.583700
.Models.MUs.product2:1630,2020-01-01 09:01:58.839900,2020-01-01 09:08:32.660100,0 days 00:06:33.820200
.Models.MUs.product2:1631,2020-01-01 09:02:40.017500,2020-01-01 09:08:01.148500,0 days 00:05:21.131000
.Models.MUs.product2:1632,2020-01-01 09:03:20.734200,2020-01-01 09:08:32.660100,0 days 00:05:11.925900
.Models.MUs.product2:1633,2020-01-01 09:03:25.554500,2020-01-01 09:08:04.829200,0 days 00:04:39.274700
.Models.MUs.product2:1634,2020-01-01 09:03:29.525500,2020-01-01 09:09:09.680000,0 days 00:05:40.154500
.Models.MUs.product2:1635,2020-01-01 09:03:34.970400,2020-01-01 09:08:17.675700,0 days 00:04:42.705300
.Models.MUs.product2:1636,2020-01-01 09:03:51.603900,2020-01-01 09:08:39.508400,0 days 00:04:47.904500
.Models.MUs.product2:1637,2020-01-01 09:04:41.091500,2020-01-01 09:09:32.447700,0 days 00:04:51.356200
.Models.MUs.product2:1638,2020-01-01 09:04:56.638700,2020-01-01 09:10:01.148500,0 days 00:05:04.509800
.Models.MUs.product2:1639,2020-01-01 09:05:02.659800,2020-01-01 09:09:43.891500,0 days 00:04:41.231700
.Models.MUs.product2:1640,2020-01-01 09:05:07.400300,2020-01-01 09:09:47.660100,0 days 00:04:40.259800
.Models.MUs.product2:1641,2020-01-01 09:05:10.550500,2020-01-01 09:09:47.660100,0 days 00:04:37.109600
.Models.MUs.product2:1642,2020-01-01 09:05:15.250300,2020-01-01 09:10:55.786700,0 days 00:05:40.536400
.Models.MUs.product2:1643,2020-01-01 09:06:01.169600,2020-01-01 09:11:07.987800,0 days 00:05:06.818200
.Models.MUs.product2:1644,2020-01-01 09:06:47.451100,2020-01-01 09:10:51.321100,0 days 00:04:03.870000
.Models.MUs.product2:1645,2020-01-01 09:06:58.424700,2020-01-01 09:12:09.215100,0 days 00:05:10.790400
.Models.MUs.product2:1646,2020-01-01 09:07:03.854100,2020-01-01 09:11:24.654500,0 days 00:04:20.800400
.Models.MUs.product2:1647,2020-01-01 09:07:04.458400,2020-01-01 09:12:06.027500,0 days 00:05:01.569100
.Models.MUs.product2:1648,2020-01-01 09:08:01.828200,2020-01-01 09:12:58.821100,0 days 00:04:56.992900
.Models.MUs.product2:1649,2020-01-01 09:08:16.665300,2020-01-01 09:13:00.530500,0 days 00:04:43.865200
.Models.MUs.product2:1650,2020-01-01 09:08:30.524900,2020-01-01 09:12:46.027500,0 days 00:04:15.502600
.Models.MUs.product2:1651,2020-01-01 09:08:48.036900,2020-01-01 09:12:56.316100,0 days 00:04:08.279200
.Models.MUs.product2:1652,2020-01-01 09:08:58.588000,2020-01-01 09:14:50.136800,0 days 00:05:51.548800
.Models.MUs.product2:1653,2020-01-01 09:09:00.550900,2020-01-01 09:13:32.660100,0 days 00:04:32.109200
.Models.MUs.product2:1654,2020-01-01 09:09:42.025100,2020-01-01 09:14:56.316100,0 days 00:05:14.291000
.Models.MUs.product2:1655,2020-01-01 09:10:26.650900,2020-01-01 09:14:49.680000,0 days 00:04:23.029100
.Models.MUs.product2:1656,2020-01-01 09:10:50.242200,2020-01-01 09:15:42.987000,0 days 00:04:52.744800
.Models.MUs.product2:1657,2020-01-01 09:10:52.736200,2020-01-01 09:15:36.316100,0 days 00:04:43.579900
.Models.MUs.product2:1658,2020-01-01 09:11:12.625200,2020-01-01 09:17:09.215100,0 days 00:05:56.589900
.Models.MUs.product2:1659,2020-01-01 09:11:12.892500,2020-01-01 09:15:31.506400,0 days 00:04:18.613900
.Models.MUs.product2:1660,2020-01-01 09:12:05.718500,2020-01-01 09:17:09.215100,0 days 00:05:03.496600
.Models.MUs.product2:1661,2020-01-01 09:12:13.932400,2020-01-01 09:16:40.650600,0 days 00:04:26.718200
.Models.MUs.product2:1662,2020-01-01 09:12:14.849000,2020-01-01 09:16:16.316100,0 days 00:04:01.467100
.Models.MUs.product2:1663,2020-01-01 09:12:33.480300,2020-01-01 09:17:20.136800,0 days 00:04:46.656500
.Models.MUs.product2:1664,2020-01-01 09:12:35.876000,2020-01-01 09:17:20.136800,0 days 00:04:44.260800
.Models.MUs.product2:1665,2020-01-01 09:12:48.646800,2020-01-01 09:18:35.136800,0 days 00:05:46.490000
.Models.MUs.product2:1666,2020-01-01 09:13:10.572700,2020-01-01 09:17:21.828800,0 days 00:04:11.256100
.Models.MUs.product2:1667,2020-01-01 09:13:43.605700,2020-01-01 09:18:56.316100,0 days 00:05:12.710400
.Models.MUs.product2:1668,2020-01-01 09:14:20.390400,2020-01-01 09:19:25.615300,0 days 00:05:05.224900
.Models.MUs.product2:1669,2020-01-01 09:14:30.892600,2020-01-01 09:18:22.349000,0 days 00:03:51.456400
.Models.MUs.product2:1670,2020-01-01 09:14:45.769500,2020-01-01 09:20:54.215100,0 days 00:06:08.445600
.Models.MUs.product2:1671,2020-01-01 09:15:08.752300,2020-01-01 09:19:34.399700,0 days 00:04:25.647400
.Models.MUs.product2:1672,2020-01-01 09:15:16.517100,2020-01-01 09:20:56.920600,0 days 00:05:40.403500
.Models.MUs.product2:1673,2020-01-01 09:15:35.190300,2020-01-01 09:19:42.987000,0 days 00:04:07.796700
.Models.MUs.product2:1674,2020-01-01 09:17:00.997000,2020-01-01 09:21:36.316100,0 days 00:04:35.319100
.Models.MUs.product2:1675,2020-01-01 09:17:11.533300,2020-01-01 09:22:16.316100,0 days 00:05:04.782800
.Models.MUs.product2:1676,2020-01-01 09:18:10.806200,2020-01-01 09:22:22.987000,0 days 00:04:12.180800
.Models.MUs.product2:1677,2020-01-01 09:18:11.549600,2020-01-01 09:23:35.136800,0 days 00:05:23.587200
.Models.MUs.product2:1678,2020-01-01 09:18:26.620800,2020-01-01 09:21:57.545000,0 days 00:03:30.924200
.Models.MUs.product2:1679,2020-01-01 09:18:34.879200,2020-01-01 09:23:17.408100,0 days 00:04:42.528900
.Models.MUs.product2:1680,2020-01-01 09:19:05.212200,2020-01-01 09:22:50.917300,0 days 00:03:45.705100
.Models.MUs.product2:1681,2020-01-01 09:19:25.057000,2020-01-01 09:24:50.136800,0 days 00:05:25.079800
.Models.MUs.product2:1682,2020-01-01 09:19:33.130700,2020-01-01 09:24:57.975800,0 days 00:05:24.845100
.Models.MUs.product2:1683,2020-01-01 09:20:15.561900,2020-01-01 09:24:33.512700,0 days 00:04:17.950800
